order_id,customer_id,city,food_category,order_value,time_of_day,order_date,order_status,delivery_time_mins,rating,revenue_category,is_completed
ORD02258,CUST0329,Chicago,Pizza,76.5,Late Night,2/5/2024,Completed,19,2.3,High,1
ORD02259,CUST0302,Dallas,Breakfast,88.38,Evening,3/14/2024,Completed,43,1.4,High,1
ORD02260,CUST0386,Chicago,Mexican,83.49,Late Night,9/29/2024,Refunded,49,3.2,High,0
ORD02261,CUST0041,Los Angeles,Pizza,42.13,Late Night,12/15/2024,Completed,65,1.6,High,1
ORD02262,CUST0222,Dallas,Salads,66.87,Afternoon,2/12/2024,Completed,43,4.4,Medium,1
ORD02263,CUST0363,Atlanta,Sushi,38.76,Afternoon,6/15/2024,Cancelled,54,4.3,High,0
ORD02264,CUST0235,Los Angeles,Burgers,10.07,Morning,3/1/2024,Refunded,43,2.7,Medium,0
ORD02265,CUST0018,Chicago,Breakfast,32.13,Evening,6/15/2024,Completed,55,3.8,Low,1
ORD02266,CUST0179,Houston,Breakfast,11.4,Afternoon,1/2/2024,Completed,19,2.9,Medium,1
ORD02267,CUST0187,Los Angeles,Desserts,58.72,Evening,3/7/2024,Completed,18,2.9,Low,1
ORD02268,CUST0426,Houston,Salads,51.64,Late Night,10/8/2024,Cancelled,66,1.8,High,0
ORD02269,CUST0039,Los Angeles,Burgers,22.62,Late Night,9/9/2024,Completed,24,4.2,Medium,1
ORD02270,CUST0202,Dallas,Breakfast,88.86,Late Night,11/29/2024,Completed,33,4.9,Low,1
ORD02271,CUST0189,New York,Desserts,47.97,Evening,8/30/2024,Completed,46,2.7,High,1
ORD02272,CUST0317,Los Angeles,Chinese,32.94,Morning,4/11/2024,Completed,64,4.4,Medium,1
ORD02273,CUST0411,Los Angeles,Pizza,21.51,Afternoon,1/7/2024,Completed,40,2.4,Medium,1
ORD02274,CUST0192,Atlanta,Chinese,55.02,Morning,8/31/2024,Completed,25,3.5,Low,1
ORD02275,CUST0174,Chicago,Pizza,61.65,Afternoon,10/5/2024,Completed,59,2.9,High,1
ORD02276,CUST0227,New York,Sushi,36.66,Morning,7/2/2024,Completed,37,1.2,High,1
ORD02277,CUST0495,Houston,Burgers,57.58,Evening,12/18/2024,Completed,40,4.2,Medium,1
ORD02278,CUST0281,Houston,Chinese,42.76,Late Night,7/9/2024,Completed,27,1.9,High,1
ORD02279,CUST0279,New York,Salads,84.3,Afternoon,5/4/2024,Completed,49,2.1,Medium,1
ORD02280,CUST0033,Los Angeles,Mexican,35.71,Late Night,1/1/2024,Completed,70,2.9,High,1
ORD02281,CUST0267,Houston,Desserts,47.49,Evening,5/9/2024,Cancelled,49,1.1,Medium,0
ORD02282,CUST0260,Houston,Breakfast,18.67,Evening,7/14/2024,Completed,16,4,Medium,1
ORD02283,CUST0467,Miami,Chinese,53.94,Morning,5/19/2024,Cancelled,67,2.8,Low,0
ORD02284,CUST0151,Houston,Salads,27.53,Evening,12/9/2024,Refunded,70,3,Medium,0
ORD02285,CUST0129,Los Angeles,Mexican,32.6,Morning,11/4/2024,Refunded,39,2.9,Medium,0
ORD02286,CUST0434,Los Angeles,Sushi,84.37,Afternoon,4/1/2024,Completed,63,4.6,Medium,1
ORD02287,CUST0131,Chicago,Mexican,59.14,Morning,12/28/2024,Completed,72,2.1,High,1
ORD02288,CUST0010,New York,Burgers,44.41,Afternoon,2/11/2024,Refunded,24,1.8,High,0
ORD02289,CUST0336,Miami,Pizza,54.28,Morning,9/14/2024,Completed,67,1.1,Medium,1
ORD02290,CUST0415,New York,Salads,17.03,Late Night,3/21/2024,Completed,63,3.4,Medium,1
ORD02291,CUST0373,Houston,Burgers,72.42,Afternoon,4/9/2024,Completed,27,1.9,Low,1
ORD02292,CUST0028,New York,Sushi,27.15,Afternoon,11/28/2024,Completed,39,4.5,High,1
ORD02293,CUST0477,Miami,Burgers,10.92,Late Night,5/27/2024,Completed,40,3,Medium,1
ORD02294,CUST0151,Dallas,Salads,83.21,Morning,2/24/2024,Completed,75,4.6,Low,1
ORD02295,CUST0491,Seattle,Salads,24.97,Evening,12/13/2024,Completed,36,3.2,High,1
ORD02296,CUST0165,Seattle,Sushi,51.21,Evening,7/22/2024,Completed,35,5,Low,1
ORD02297,CUST0450,Seattle,Salads,17.64,Morning,10/17/2024,Completed,43,1.9,Medium,1
ORD02298,CUST0262,Atlanta,Burgers,40.02,Afternoon,1/9/2024,Completed,36,3.1,Low,1
ORD02299,CUST0111,Chicago,Chinese,78.53,Evening,6/12/2024,Completed,15,2.4,Medium,1
ORD02300,CUST0309,Los Angeles,Desserts,87.66,Afternoon,3/26/2024,Completed,57,4.6,High,1
ORD02301,CUST0444,Dallas,Salads,28.09,Late Night,11/23/2024,Completed,43,4.4,High,1
ORD02302,CUST0462,Chicago,Burgers,43.44,Morning,4/5/2024,Completed,54,1.4,Medium,1
ORD02303,CUST0476,New York,Burgers,35.55,Morning,4/1/2024,Completed,32,1.2,Medium,1
ORD02304,CUST0379,Los Angeles,Mexican,40.69,Evening,8/3/2024,Completed,73,3.4,Medium,1
ORD02305,CUST0142,Los Angeles,Breakfast,32.15,Afternoon,8/8/2024,Completed,48,1.2,Medium,1
ORD02306,CUST0483,Atlanta,Mexican,51.92,Evening,9/22/2024,Completed,48,1.9,Medium,1
ORD02307,CUST0177,Seattle,Chinese,31.01,Afternoon,12/27/2024,Completed,58,3.1,Medium,1
ORD02308,CUST0150,Dallas,Mexican,60.63,Late Night,8/9/2024,Completed,75,3.1,Medium,1
ORD02309,CUST0374,Los Angeles,Salads,84.03,Late Night,2/24/2024,Completed,71,1.4,High,1
ORD02310,CUST0387,Chicago,Sushi,57.23,Late Night,5/26/2024,Completed,21,2.4,High,1
ORD02311,CUST0480,Atlanta,Salads,69.07,Afternoon,7/28/2024,Completed,66,2.9,High,1
ORD02312,CUST0372,Los Angeles,Burgers,59.03,Evening,2/21/2024,Refunded,18,4.2,High,0
ORD02313,CUST0231,Seattle,Sushi,41.37,Morning,1/22/2024,Refunded,60,2.9,High,0
ORD02314,CUST0097,Houston,Breakfast,76.14,Afternoon,12/12/2024,Completed,22,3.5,Medium,1
ORD02315,CUST0339,Chicago,Salads,39.91,Late Night,9/4/2024,Completed,42,1.5,High,1
ORD02316,CUST0290,Miami,Mexican,66.07,Afternoon,11/18/2024,Completed,57,1.9,Medium,1
ORD02317,CUST0079,Chicago,Mexican,70.57,Late Night,8/4/2024,Completed,18,4.6,High,1
ORD02318,CUST0106,New York,Chinese,73.12,Evening,10/24/2024,Completed,37,3.5,High,1
ORD02319,CUST0173,Houston,Sushi,75.49,Morning,12/22/2024,Completed,18,3.4,High,1
ORD02320,CUST0070,Los Angeles,Pizza,41.4,Morning,12/28/2024,Cancelled,41,4.8,High,0
ORD02321,CUST0254,Seattle,Breakfast,15.79,Afternoon,9/6/2024,Refunded,37,4.2,Medium,0
ORD02322,CUST0402,New York,Mexican,89.16,Evening,6/19/2024,Completed,55,2.4,Low,1
ORD02323,CUST0369,Dallas,Desserts,50.19,Morning,4/25/2024,Completed,61,2,High,1
ORD02324,CUST0114,Houston,Pizza,84.33,Morning,9/10/2024,Completed,60,1.1,Medium,1
ORD02325,CUST0064,Dallas,Pizza,79.02,Morning,12/21/2024,Completed,24,1.3,High,1
ORD02326,CUST0180,Dallas,Sushi,53.94,Late Night,7/21/2024,Cancelled,58,1.4,High,0
ORD02327,CUST0093,Houston,Burgers,21.61,Late Night,9/19/2024,Cancelled,22,2.7,Medium,0
ORD02328,CUST0086,Chicago,Salads,47.46,Late Night,5/16/2024,Completed,73,1.4,Low,1
ORD02329,CUST0451,Los Angeles,Pizza,74.27,Late Night,7/5/2024,Cancelled,30,3.2,Medium,0
ORD02330,CUST0061,Miami,Burgers,62.16,Morning,11/17/2024,Completed,61,4.6,High,1
ORD02331,CUST0113,Houston,Burgers,43.78,Morning,11/3/2024,Completed,35,4.3,High,1
ORD02332,CUST0131,Atlanta,Mexican,42.84,Late Night,1/2/2024,Completed,60,2,Medium,1
ORD02333,CUST0314,Miami,Desserts,37.81,Morning,11/16/2024,Completed,50,3.7,Medium,1
ORD02334,CUST0452,Los Angeles,Breakfast,57.45,Morning,2/19/2024,Refunded,24,3.6,Medium,0
ORD02335,CUST0308,Houston,Desserts,77.66,Evening,7/31/2024,Completed,55,4.6,High,1
ORD02336,CUST0032,Dallas,Chinese,71.79,Late Night,7/27/2024,Completed,37,1.7,High,1
ORD02337,CUST0363,Miami,Chinese,76.08,Morning,3/22/2024,Completed,56,4.7,High,1
ORD02338,CUST0077,New York,Sushi,65,Afternoon,2/10/2024,Completed,25,3.1,High,1
ORD02339,CUST0299,Miami,Breakfast,24.85,Late Night,10/7/2024,Completed,54,1,High,1
ORD02340,CUST0122,Houston,Mexican,59.79,Late Night,6/1/2024,Cancelled,46,2.6,Low,0
ORD02341,CUST0173,Atlanta,Salads,87.51,Late Night,5/4/2024,Completed,24,4.3,High,1
ORD02342,CUST0459,New York,Salads,66.48,Late Night,4/10/2024,Cancelled,38,1.9,High,0
ORD02343,CUST0450,Miami,Mexican,45.89,Evening,8/15/2024,Refunded,59,4.2,High,0
ORD02344,CUST0385,Chicago,Salads,78.1,Morning,11/30/2024,Completed,43,2.4,Medium,1
ORD02345,CUST0436,Houston,Salads,19.34,Morning,7/6/2024,Cancelled,47,4.3,High,0
ORD02346,CUST0359,Los Angeles,Mexican,85.22,Afternoon,6/27/2024,Completed,48,1.8,Low,1
ORD02347,CUST0132,Seattle,Pizza,43.83,Afternoon,9/4/2024,Cancelled,28,3.3,High,0
ORD02348,CUST0450,New York,Pizza,60.65,Late Night,6/19/2024,Cancelled,55,3.3,Medium,0
ORD02349,CUST0348,New York,Salads,26.46,Late Night,10/16/2024,Completed,39,1.3,High,1
ORD02350,CUST0414,New York,Chinese,37.84,Morning,8/28/2024,Refunded,15,3.8,Medium,0
ORD02351,CUST0431,Miami,Pizza,30.63,Late Night,2/29/2024,Completed,18,3.9,Medium,1
ORD02352,CUST0459,Miami,Mexican,85.04,Evening,2/4/2024,Completed,70,4.9,Medium,1
ORD02353,CUST0301,New York,Mexican,82.98,Morning,9/19/2024,Cancelled,31,4,High,0
ORD02354,CUST0126,New York,Salads,70.38,Late Night,5/4/2024,Completed,38,2.7,High,1
ORD02355,CUST0242,New York,Burgers,16.96,Morning,8/17/2024,Completed,63,2.7,High,1
ORD02356,CUST0293,Dallas,Chinese,27.24,Morning,7/6/2024,Cancelled,25,1.9,Low,0
ORD02357,CUST0183,New York,Breakfast,26.44,Morning,3/21/2024,Completed,30,1.9,Medium,1
ORD02358,CUST0165,Houston,Desserts,77.37,Morning,12/3/2024,Completed,34,2.5,Medium,1
ORD02359,CUST0069,Atlanta,Desserts,25.08,Late Night,1/21/2024,Refunded,43,1.7,High,0
ORD02360,CUST0265,New York,Pizza,67.73,Late Night,11/14/2024,Cancelled,48,3.9,Medium,0
ORD02361,CUST0435,Dallas,Burgers,44.35,Evening,5/23/2024,Completed,16,1.9,High,1
ORD02362,CUST0287,Los Angeles,Desserts,83.43,Late Night,1/16/2024,Cancelled,46,2.5,Medium,0
ORD02363,CUST0326,Dallas,Sushi,81.43,Late Night,6/16/2024,Refunded,74,3.7,High,0
ORD02364,CUST0073,Chicago,Pizza,32.99,Evening,6/5/2024,Completed,49,4.2,High,1
ORD02365,CUST0352,Chicago,Chinese,64.93,Late Night,12/25/2024,Cancelled,24,1.8,Medium,0
ORD02366,CUST0208,Houston,Salads,27.67,Morning,5/12/2024,Completed,68,3.2,High,1
ORD02367,CUST0432,Miami,Desserts,60.29,Morning,4/17/2024,Cancelled,59,4.1,Medium,0
ORD02368,CUST0043,Seattle,Pizza,46.89,Afternoon,3/12/2024,Completed,26,1.4,High,1
ORD02369,CUST0001,Los Angeles,Breakfast,29.5,Morning,10/26/2024,Completed,49,2.2,Medium,1
ORD02370,CUST0309,Houston,Pizza,20.05,Morning,8/4/2024,Refunded,62,4.4,Medium,0
ORD02371,CUST0257,Atlanta,Breakfast,10.74,Late Night,2/29/2024,Completed,53,4.7,Low,1
ORD02372,CUST0400,Houston,Mexican,67.82,Late Night,9/19/2024,Completed,29,4.5,Low,1
ORD02373,CUST0274,Chicago,Salads,79.25,Evening,8/10/2024,Completed,31,5,High,1
ORD02374,CUST0093,Atlanta,Breakfast,76.94,Afternoon,1/1/2024,Completed,55,3.5,High,1
ORD02375,CUST0196,Miami,Salads,58.18,Evening,6/26/2024,Refunded,32,4.1,High,0
ORD02376,CUST0498,Seattle,Mexican,83.54,Evening,4/10/2024,Refunded,37,2.4,High,0
ORD02377,CUST0210,Los Angeles,Sushi,79.69,Evening,11/21/2024,Cancelled,52,1.8,High,0
ORD02378,CUST0222,Seattle,Pizza,26.61,Afternoon,1/7/2024,Cancelled,61,3.8,High,0
ORD02379,CUST0329,Dallas,Sushi,69.14,Morning,9/20/2024,Completed,18,1.5,Medium,1
ORD02380,CUST0437,Los Angeles,Chinese,51.48,Afternoon,9/25/2024,Completed,56,2.2,High,1
ORD02381,CUST0409,Houston,Sushi,59.43,Afternoon,5/16/2024,Completed,20,4.6,Medium,1
ORD02382,CUST0138,Seattle,Breakfast,89.79,Evening,2/27/2024,Completed,46,4.8,High,1
ORD02383,CUST0338,Los Angeles,Salads,79.33,Afternoon,1/9/2024,Completed,28,2.7,High,1
ORD02384,CUST0012,Seattle,Breakfast,52.1,Afternoon,7/10/2024,Completed,70,1.8,High,1
ORD02385,CUST0206,Dallas,Breakfast,76.9,Afternoon,4/26/2024,Refunded,59,1.8,Medium,0
ORD02386,CUST0472,Dallas,Pizza,63.16,Evening,9/14/2024,Completed,72,3.7,High,1
ORD02387,CUST0129,Dallas,Burgers,78.97,Afternoon,4/10/2024,Cancelled,72,4.8,High,0
ORD02388,CUST0463,Houston,Burgers,30.87,Evening,12/23/2024,Completed,58,3,High,1
ORD02389,CUST0418,Atlanta,Mexican,41.37,Late Night,1/4/2024,Completed,61,1.5,Medium,1
ORD02390,CUST0345,Miami,Burgers,54.81,Late Night,2/9/2024,Completed,51,2.7,Medium,1
ORD02391,CUST0436,New York,Mexican,40.55,Afternoon,6/19/2024,Refunded,33,2.6,Medium,0
ORD02392,CUST0091,Seattle,Chinese,41.37,Evening,9/18/2024,Cancelled,35,4,Medium,0
ORD02393,CUST0445,Miami,Desserts,17.96,Afternoon,10/2/2024,Refunded,75,5,Medium,0
ORD02394,CUST0456,Chicago,Breakfast,87.43,Evening,2/19/2024,Completed,56,4.1,Low,1
ORD02395,CUST0382,Los Angeles,Salads,83.12,Morning,7/23/2024,Completed,41,3.5,High,1
ORD02396,CUST0177,Houston,Desserts,21.39,Evening,11/30/2024,Completed,27,4.7,High,1
ORD02397,CUST0422,New York,Pizza,17.54,Afternoon,6/29/2024,Completed,62,4.4,Low,1
ORD02398,CUST0397,Seattle,Pizza,43.88,Morning,9/14/2024,Cancelled,45,2.2,Low,0
ORD02399,CUST0467,Dallas,Burgers,53.55,Evening,9/14/2024,Completed,21,3.7,Medium,1
ORD02400,CUST0320,Houston,Burgers,46,Morning,6/7/2024,Completed,43,4.2,Medium,1
ORD02401,CUST0102,Atlanta,Salads,65.17,Evening,1/17/2024,Completed,61,3.6,Medium,1
ORD02402,CUST0354,Dallas,Pizza,21.07,Late Night,12/4/2024,Refunded,75,3.9,High,0
ORD02403,CUST0246,Chicago,Breakfast,23.78,Afternoon,7/20/2024,Completed,59,1.6,Low,1
ORD02404,CUST0212,Houston,Burgers,17.57,Late Night,4/23/2024,Cancelled,26,3.6,Low,0
ORD02405,CUST0384,Atlanta,Burgers,44.2,Evening,2/12/2024,Completed,50,3.9,Low,1
ORD02406,CUST0026,New York,Burgers,77.99,Morning,4/8/2024,Completed,23,3.1,Medium,1
ORD02407,CUST0461,Atlanta,Desserts,43.02,Afternoon,6/15/2024,Completed,73,1.6,High,1
ORD02408,CUST0210,Miami,Chinese,58.13,Afternoon,9/11/2024,Completed,61,3.7,Medium,1
ORD02409,CUST0301,Houston,Salads,86.37,Late Night,6/24/2024,Cancelled,17,2.8,High,0
ORD02410,CUST0076,Dallas,Sushi,23.98,Late Night,4/29/2024,Completed,58,1.7,High,1
ORD02411,CUST0169,Los Angeles,Burgers,58.74,Late Night,4/15/2024,Cancelled,22,3.7,Low,0
ORD02412,CUST0195,Seattle,Salads,31.8,Evening,1/13/2024,Completed,28,4.7,High,1
ORD02413,CUST0427,New York,Pizza,58.8,Evening,5/9/2024,Cancelled,28,1.1,Medium,0
ORD02414,CUST0019,Chicago,Pizza,84.71,Evening,7/25/2024,Completed,37,2.7,High,1
ORD02415,CUST0041,Atlanta,Salads,82.07,Afternoon,11/6/2024,Completed,54,2.9,High,1
ORD02416,CUST0302,New York,Pizza,35.01,Evening,4/12/2024,Cancelled,50,4.4,High,0
ORD02417,CUST0310,Los Angeles,Chinese,67.97,Afternoon,10/25/2024,Cancelled,52,2.1,Medium,0
ORD02418,CUST0410,Seattle,Chinese,77.42,Morning,2/4/2024,Cancelled,66,3,High,0
ORD02419,CUST0164,Dallas,Breakfast,33.37,Afternoon,12/16/2024,Completed,68,4.3,High,1
ORD02420,CUST0344,Atlanta,Salads,14.42,Morning,5/20/2024,Refunded,40,2.2,Medium,0
ORD02421,CUST0240,Atlanta,Salads,62.99,Morning,5/18/2024,Refunded,67,2.6,Low,0
ORD02422,CUST0275,Los Angeles,Desserts,11.92,Afternoon,6/12/2024,Cancelled,22,2.4,High,0
ORD02423,CUST0362,Chicago,Burgers,87.86,Evening,11/12/2024,Cancelled,75,1.1,Low,0
ORD02424,CUST0061,Houston,Sushi,62.5,Evening,9/1/2024,Cancelled,67,4.5,High,0
ORD02425,CUST0115,Houston,Mexican,29.26,Evening,6/4/2024,Cancelled,72,4.1,High,0
ORD02426,CUST0329,Chicago,Desserts,85.14,Late Night,12/18/2024,Completed,47,3.1,Medium,1
ORD02427,CUST0044,Seattle,Salads,57.76,Evening,6/18/2024,Completed,59,2.6,High,1
ORD02428,CUST0318,Miami,Breakfast,86.98,Evening,10/16/2024,Completed,35,2.9,High,1
ORD02429,CUST0211,Chicago,Chinese,82.55,Afternoon,3/23/2024,Cancelled,17,4.3,High,0
ORD02430,CUST0108,New York,Pizza,49.14,Evening,7/20/2024,Cancelled,60,4.1,High,0
ORD02431,CUST0257,Miami,Burgers,77.06,Afternoon,10/20/2024,Refunded,69,3.9,Medium,0
ORD02432,CUST0487,Dallas,Chinese,79.95,Evening,3/7/2024,Refunded,41,3.9,High,0
ORD02433,CUST0388,Seattle,Breakfast,13.3,Afternoon,9/13/2024,Completed,28,3.8,High,1
ORD02434,CUST0376,Miami,Mexican,80.85,Late Night,4/24/2024,Completed,27,1.4,Low,1
ORD02435,CUST0086,Miami,Salads,29.22,Evening,9/28/2024,Refunded,23,2.9,High,0
ORD02436,CUST0345,New York,Sushi,13.22,Evening,4/22/2024,Completed,40,3.9,Medium,1
ORD02437,CUST0298,Atlanta,Pizza,45.4,Late Night,9/17/2024,Completed,42,3.4,Low,1
ORD02438,CUST0127,Houston,Salads,84.73,Morning,10/8/2024,Cancelled,17,1.7,Medium,0
ORD02439,CUST0229,Seattle,Pizza,43.78,Evening,10/21/2024,Refunded,53,4.9,High,0
ORD02440,CUST0111,Chicago,Pizza,14.95,Evening,7/24/2024,Completed,48,4.8,Medium,1
ORD02441,CUST0007,Miami,Burgers,68.21,Late Night,9/7/2024,Completed,66,1.5,Low,1
ORD02442,CUST0492,Atlanta,Pizza,40.99,Evening,11/17/2024,Completed,55,2.6,High,1
ORD02443,CUST0120,Seattle,Pizza,68.41,Late Night,11/2/2024,Cancelled,15,1.3,Medium,0
ORD02444,CUST0009,New York,Breakfast,24.02,Evening,6/30/2024,Completed,23,1.1,High,1
ORD02445,CUST0102,New York,Breakfast,9.54,Morning,6/25/2024,Completed,75,4.4,Low,1
ORD02446,CUST0240,Chicago,Chinese,58.82,Morning,9/10/2024,Cancelled,18,2.2,Low,0
ORD02447,CUST0140,New York,Pizza,41.98,Evening,8/18/2024,Completed,33,4.4,High,1
ORD02448,CUST0086,Houston,Mexican,48.7,Late Night,11/10/2024,Refunded,52,2,Medium,0
ORD02449,CUST0340,Seattle,Breakfast,62.85,Evening,12/30/2024,Refunded,36,4,Medium,0
ORD02450,CUST0082,Seattle,Breakfast,75.3,Morning,1/27/2024,Completed,56,3.5,High,1
ORD02451,CUST0174,Houston,Chinese,26.19,Evening,2/15/2024,Cancelled,55,1.9,High,0
ORD02452,CUST0355,New York,Breakfast,32.78,Afternoon,12/6/2024,Completed,23,2.6,Medium,1
ORD02453,CUST0309,Houston,Sushi,15.2,Morning,6/10/2024,Cancelled,19,1.8,Medium,0
ORD02454,CUST0455,Seattle,Breakfast,45.21,Late Night,7/23/2024,Completed,20,4.5,Low,1
ORD02455,CUST0028,Los Angeles,Breakfast,53.25,Morning,6/27/2024,Cancelled,44,2.3,Medium,0
ORD02456,CUST0453,Houston,Burgers,89.02,Morning,5/29/2024,Completed,66,4.6,Medium,1
ORD02457,CUST0322,Los Angeles,Desserts,19.5,Evening,6/22/2024,Refunded,64,3.5,High,0
ORD02458,CUST0252,Los Angeles,Chinese,38.82,Afternoon,10/9/2024,Completed,44,1.5,Low,1
ORD02459,CUST0331,Seattle,Breakfast,77.25,Afternoon,10/14/2024,Completed,33,4.3,Medium,1
ORD02460,CUST0269,Dallas,Pizza,51.34,Morning,8/22/2024,Cancelled,30,3.3,High,0
ORD02461,CUST0235,Atlanta,Pizza,80.44,Afternoon,10/15/2024,Refunded,42,2.7,Medium,0
ORD02462,CUST0201,Dallas,Sushi,89.89,Afternoon,8/29/2024,Cancelled,24,1.4,High,0
ORD02463,CUST0107,Seattle,Pizza,18.15,Morning,9/26/2024,Completed,53,2.3,High,1
ORD02464,CUST0376,Los Angeles,Burgers,24.38,Morning,5/31/2024,Cancelled,32,4.3,Low,0
ORD02465,CUST0085,Houston,Chinese,60.16,Morning,8/23/2024,Completed,18,4.3,Low,1
ORD02466,CUST0450,New York,Burgers,81.96,Evening,2/20/2024,Completed,66,4.2,High,1
ORD02467,CUST0474,Chicago,Pizza,55.23,Late Night,11/11/2024,Cancelled,24,4,High,0
ORD02468,CUST0397,Seattle,Salads,51,Late Night,12/22/2024,Cancelled,35,2.5,High,0
ORD02469,CUST0270,Dallas,Sushi,13.68,Afternoon,8/19/2024,Completed,66,3.3,Medium,1
ORD02470,CUST0286,Los Angeles,Chinese,49.73,Late Night,2/12/2024,Completed,35,1.7,Low,1
ORD02471,CUST0282,Chicago,Breakfast,43.87,Morning,5/22/2024,Cancelled,59,2.9,Medium,0
ORD02472,CUST0194,Atlanta,Breakfast,46.17,Morning,3/14/2024,Refunded,59,1.2,Medium,0
ORD02473,CUST0427,Seattle,Salads,84.2,Late Night,7/25/2024,Completed,48,2.6,Medium,1
ORD02474,CUST0101,Miami,Salads,35.35,Late Night,10/10/2024,Completed,33,4.5,High,1
ORD02475,CUST0115,New York,Breakfast,11.91,Afternoon,2/24/2024,Refunded,25,1,Medium,0
ORD02476,CUST0111,Chicago,Salads,72.26,Evening,11/1/2024,Completed,49,2.1,Low,1
ORD02477,CUST0070,Atlanta,Desserts,75.78,Afternoon,2/15/2024,Completed,40,3,High,1
ORD02478,CUST0246,Chicago,Salads,81.67,Late Night,10/14/2024,Completed,55,5,High,1
ORD02479,CUST0481,Chicago,Mexican,15.66,Late Night,8/11/2024,Refunded,20,1.7,High,0
ORD02480,CUST0006,Chicago,Burgers,65.39,Morning,9/15/2024,Completed,73,3.4,Low,1
ORD02481,CUST0273,Miami,Pizza,60.03,Afternoon,12/9/2024,Completed,38,1.6,High,1
ORD02482,CUST0033,New York,Mexican,65.09,Morning,11/26/2024,Completed,53,4.1,High,1
ORD02483,CUST0008,Los Angeles,Burgers,43.65,Morning,1/27/2024,Cancelled,16,3.6,High,0
ORD02484,CUST0481,New York,Salads,22.33,Afternoon,5/9/2024,Refunded,26,3,Medium,0
ORD02485,CUST0246,Miami,Chinese,74.86,Evening,4/18/2024,Refunded,69,3.9,Low,0
ORD02486,CUST0134,Houston,Desserts,18.28,Evening,11/19/2024,Refunded,60,1,High,0
ORD02487,CUST0277,Miami,Desserts,62.76,Late Night,7/25/2024,Cancelled,63,5,Low,0
ORD02488,CUST0197,Los Angeles,Breakfast,45.79,Morning,11/6/2024,Cancelled,67,3,High,0
ORD02489,CUST0031,New York,Mexican,63.32,Evening,7/21/2024,Completed,72,4,Medium,1
ORD02490,CUST0465,Houston,Mexican,16.58,Evening,9/16/2024,Completed,32,2.1,High,1
ORD02491,CUST0404,Dallas,Chinese,10.93,Late Night,5/14/2024,Refunded,27,5,Low,0
ORD02492,CUST0409,Houston,Pizza,59.07,Afternoon,6/24/2024,Cancelled,72,2.7,Low,0
ORD02493,CUST0415,Atlanta,Salads,75.38,Morning,7/9/2024,Refunded,60,2.8,High,0
ORD02494,CUST0080,Dallas,Burgers,45.17,Afternoon,9/7/2024,Refunded,58,5,High,0
ORD02495,CUST0303,Houston,Pizza,80.03,Afternoon,8/2/2024,Cancelled,51,3.9,Medium,0
ORD02496,CUST0373,Seattle,Chinese,42.63,Afternoon,2/10/2024,Completed,26,2.9,High,1
ORD02497,CUST0134,New York,Pizza,29.2,Morning,1/21/2024,Completed,29,4,Medium,1
ORD02498,CUST0103,Houston,Desserts,24.15,Evening,1/4/2024,Completed,60,4.7,Medium,1
ORD02499,CUST0119,Seattle,Breakfast,31.45,Late Night,1/4/2024,Completed,66,1.7,Low,1
ORD02500,CUST0005,Miami,Mexican,28.58,Morning,7/18/2024,Refunded,59,3.9,Medium,0
ORD02501,CUST0454,Chicago,Desserts,65.73,Evening,10/16/2024,Completed,67,3.3,Medium,1
ORD02502,CUST0277,Seattle,Desserts,78.26,Morning,8/13/2024,Completed,27,4.1,High,1
ORD02503,CUST0202,Dallas,Burgers,20.02,Late Night,3/10/2024,Completed,48,3.2,High,1
ORD02504,CUST0206,Dallas,Sushi,57.49,Late Night,12/22/2024,Refunded,34,4.5,Low,0
ORD02505,CUST0422,Seattle,Sushi,21.39,Late Night,2/22/2024,Cancelled,60,1.6,High,0
ORD02506,CUST0165,Houston,Burgers,37.65,Late Night,2/12/2024,Cancelled,22,2.3,Low,0
ORD02507,CUST0366,Houston,Mexican,22.82,Late Night,1/9/2024,Completed,46,4.7,Medium,1
ORD02508,CUST0116,Los Angeles,Pizza,29.11,Morning,5/16/2024,Completed,32,1.9,Low,1
ORD02509,CUST0494,Seattle,Salads,36.12,Morning,11/22/2024,Cancelled,16,2.7,Medium,0
ORD02510,CUST0485,New York,Burgers,47.84,Morning,9/7/2024,Completed,72,4,Medium,1
ORD02511,CUST0073,Los Angeles,Sushi,37.62,Late Night,3/31/2024,Completed,19,3.1,Medium,1
ORD02512,CUST0217,Seattle,Mexican,24.07,Afternoon,11/14/2024,Completed,24,4.8,Medium,1
ORD02513,CUST0108,Atlanta,Mexican,43.61,Late Night,2/7/2024,Refunded,39,3.6,Low,0
ORD02514,CUST0385,Atlanta,Sushi,41.64,Late Night,4/1/2024,Completed,65,4.1,Medium,1
ORD02515,CUST0271,Los Angeles,Desserts,26.94,Afternoon,12/8/2024,Cancelled,75,3.6,Medium,0
ORD02516,CUST0480,Chicago,Desserts,57.6,Late Night,4/20/2024,Completed,21,1.8,Medium,1
ORD02517,CUST0397,Seattle,Sushi,10.04,Late Night,7/31/2024,Cancelled,37,2.9,High,0
ORD02518,CUST0227,Chicago,Sushi,14.8,Late Night,1/31/2024,Refunded,31,1.5,Low,0
ORD02519,CUST0045,Los Angeles,Burgers,71.6,Late Night,10/13/2024,Completed,46,4.6,Low,1
ORD02520,CUST0468,Seattle,Breakfast,77.53,Afternoon,11/28/2024,Completed,20,1.4,High,1
